,NU_ANO_CENSO,CO_IES,NO_IES,SG_UF_IES,NO_MUNICIPIO_IES,QT_MAT,QT_ING,QT_CONC
985,2021,405,FOCCA - FACULDADE DE OLINDA,PE,Olinda,12,21,2
986,2021,409,UNIVERSIDADE DE PERNAMBUCO,PE,Recife,76,32,1
1053,2021,692,FACULDADE DE PETROLINA,PE,Petrolina,50,12,5
1055,2021,701,FACULDADES INTEGRADAS DE GARANHUNS,PE,Garanhuns,67,70,5
1086,2021,1021,FACULDADE DE CIÊNCIAS DE TIMBAÚBA,PE,Timbaúba,15,13,3
1098,2021,1077,Centro Universitário Estácio do Recife,PE,Recife,105,58,23
1112,2021,1136,FACULDADE DE CIÊNCIAS HUMANAS E SOCIAIS DE IGARASSU,PE,Igarassu,158,55,37
1132,2021,1255,Centro Universitário FBV Wyden,PE,Recife,471,459,66
1145,2021,1328,FACULDADE DE COMUNICAÇÃO E TURISMO DE OLINDA,PE,Olinda,208,110,100
1156,2021,1383,FACULDADE NOVO HORIZONTE DE IPOJUCA,PE,Ipojuca,135,166,23
1157,2021,1384,FACULDADE SANTA HELENA,PE,Recife,117,56,42
1231,2021,1675,FACULDADE METROPOLITANA DA GRANDE RECIFE,PE,Jaboatão dos Guararapes,107,67,38
1232,2021,1676,CENTRO UNIVERSITÁRIO SÃO MIGUEL,PE,Recife,4,0,4
1235,2021,1697,CENTRO UNIVERSITÁRIO FACOL,PE,Vitória de Santo Antão,109,51,11
1239,2021,1708,CENTRO UNIVERSITARIO DO RECIFE,PE,Recife,30,0,19
1240,2021,1709,Centro Universitário Tiradentes de Pernambuco,PE,Recife,7,0,5
1256,2021,1775,Centro Universitário Favip Wyden,PE,Caruaru,3518,3208,522
1262,2021,1805,CENTRO UNIVERSITÁRIO DOS GUARARAPES,PE,Jaboatão dos Guararapes,721,303,217
1265,2021,1809,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE PERNAMBUCO",PE,Recife,283,154,25
1289,2021,1881,FACULDADE DA ESCADA,PE,Escada,36,15,20
1337,2021,2242,FACULDADE DO RECIFE,PE,Recife,3,0,0
1370,2021,2723,FACULDADE CATÓLICA IMACULADA CONCEIÇÃO DO RECIFE,PE,Recife,44,7,25
1380,2021,2835,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU,PE,Recife,3015,2580,240
1423,2021,3515,CENTRO UNIVERSITÁRIO DA VITÓRIA DE SANTO ANTÃO,PE,Vitória de Santo Antão,112,63,39
1457,2021,3996,FACULDADE SENAC PERNAMBUCO,PE,Recife,36,17,21
1479,2021,4118,Centro Universitário Maurício de Nassau Paulista,PE,Paulista,128,35,62
1485,2021,4153,Centro Universitário Joaquim Nabuco de Recife,PE,Recife,384,409,6
1494,2021,4356,FACULDADE DE CIÊNCIAS SOCIAIS DOS PALMARES,PE,Palmares,82,36,33
1521,2021,4702,CENTRO UNIVERSITÁRIO BRASILEIRO,PE,Recife,766,428,109
1568,2021,10588,FACULDADE UNINABUCO SÃO LOURENÇO DA MATA,PE,São Lourenço da Mata,31,0,19
1671,2021,17091,Faculdade CERS,PE,Recife,6,0,0
1673,2021,17116,Faculdade de Ciências de Goiana,PE,Goiana,22,10,1
1696,2021,18023,FACULDADE UNINASSAU PETROLINA,PE,Petrolina,38,18,6
1704,2021,18211,FACULDADE UNINASSAU CABO,PE,Cabo de Santo Agostinho,125,47,53
1707,2021,18267,FACULDADE INTEGRADA DE GESTÃO E MEIO AMBIENTE,PE,Recife,221,25,116
1720,2021,19197,FACULDADE NIP DE CIÊNCIAS APLICADAS,PE,Recife,2,0,2
1727,2021,19369,Faculdade CEAM,PE,Recife,29,31,0
1751,2021,20570,Faculdade Alpha,PE,Recife,32,11,20
1752,2021,20666,Faculdade ELO,PE,Recife,26,0,26
1776,2021,22073,FACULDADE MACÊDO DE AMORIM,PE,Vitória de Santo Antão,46,28,11
1800,2021,23191,Faculdade Central do Recife Centro,PE,Recife,19,0,15
32,2020,160,FACULDADE FRASSINETTI DO RECIFE,PE,Recife,68,24,32
84,2020,405,FOCCA - FACULDADE DE OLINDA,PE,Olinda,52,35,24
85,2020,409,UNIVERSIDADE DE PERNAMBUCO,PE,Recife,82,39,10
150,2020,692,FACULDADE DE CIÊNCIAS APLICADAS E SOCIAIS DE PETROLINA,PE,Petrolina,70,27,13
152,2020,701,FACULDADES INTEGRADAS DE GARANHUNS,PE,Garanhuns,24,15,12
184,2020,1021,FACULDADE DE CIÊNCIAS DE TIMBAÚBA,PE,Timbaúba,22,22,11
197,2020,1077,Centro Universitário Estácio do Recife,PE,Recife,146,87,18
212,2020,1136,FACULDADE DE CIÊNCIAS HUMANAS E SOCIAIS DE IGARASSU,PE,Igarassu,267,80,78
232,2020,1255,Centro Universitário FBV Wyden,PE,Recife,286,245,11
247,2020,1328,FACULDADE DE COMUNICAÇÃO E TURISMO DE OLINDA,PE,Olinda,317,127,133
258,2020,1383,FACULDADE NOVO HORIZONTE DE IPOJUCA,PE,Ipojuca,50,40,29
259,2020,1384,FACULDADE SANTA HELENA,PE,Recife,137,73,30
330,2020,1675,FACULDADE METROPOLITANA DA GRANDE RECIFE,PE,Jaboatão dos Guararapes,183,130,92
331,2020,1676,CENTRO UNIVERSITÁRIO SÃO MIGUEL,PE,Recife,8,0,4
334,2020,1697,CENTRO UNIVERSITÁRIO FACOL,PE,Vitória de Santo Antão,41,25,4
337,2020,1708,INSTITUTO PERNAMBUCANO DE ENSINO SUPERIOR,PE,Recife,83,48,29
338,2020,1709,Centro Universitário Tiradentes de Pernambuco,PE,Recife,11,1,4
354,2020,1775,Centro Universitário Favip Wyden,PE,Caruaru,2650,2228,170
360,2020,1805,CENTRO UNIVERSITÁRIO DOS GUARARAPES,PE,Jaboatão dos Guararapes,1000,798,202
364,2020,1809,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE PERNAMBUCO",PE,Recife,195,120,10
390,2020,1881,FACULDADE DA ESCADA,PE,Escada,61,24,27
438,2020,2242,FACULDADE DO RECIFE,PE,Recife,25,5,21
474,2020,2723,FACULDADE CATÓLICA IMACULADA CONCEIÇÃO DO RECIFE,PE,Recife,105,44,50
483,2020,2835,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU,PE,Recife,2436,1583,224
529,2020,3515,CENTRO UNIVERSITÁRIO DA VITÓRIA DE SANTO ANTÃO,PE,Vitória de Santo Antão,165,59,62
562,2020,3996,FACULDADE SENAC PERNAMBUCO,PE,Recife,70,49,30
585,2020,4118,Centro Universitário Maurício de Nassau Paulista,PE,Paulista,191,72,50
591,2020,4153,Centro Universitário Joaquim Nabuco de Recife,PE,Recife,973,1190,22
600,2020,4356,FACULDADE DE CIÊNCIAS SOCIAIS DOS PALMARES,PE,Palmares,45,56,0
625,2020,4702,CENTRO UNIVERSITÁRIO BRASILEIRO,PE,Recife,739,455,157
676,2020,10588,FACULDADE UNINABUCO SÃO LOURENÇO DA MATA,PE,São Lourenço da Mata,69,22,12
780,2020,17091,Faculdade CERS,PE,Recife,15,15,0
782,2020,17116,Faculdade de Ciências de Goiana,PE,Goiana,56,19,0
803,2020,18023,FACULDADE UNINASSAU PETROLINA,PE,Petrolina,32,1,3
809,2020,18075,FACULDADE UNINASSAU JABOATÃO DOS GUARARAPES,PE,Jaboatão dos Guararapes,0,0,0
812,2020,18211,FACULDADE UNINASSAU CABO,PE,Cabo de Santo Agostinho,83,0,41
814,2020,18267,FACULDADE INTEGRADA DE GESTÃO E MEIO AMBIENTE,PE,Recife,212,96,1
825,2020,19197,FACULDADE NIP DE CIÊNCIAS APLICADAS,PE,Recife,13,22,5
835,2020,19369,Faculdade CEAM,PE,Recife,18,18,0
842,2020,19716,Faculdade Integral de Jaboatão dos Guararapes,PE,Jaboatão dos Guararapes,2,1,0
855,2020,20570,Faculdade Alpha,PE,Recife,51,29,13
856,2020,20666,Faculdade ELO,PE,Recife,72,19,39
877,2020,22073,FACULDADE MACÊDO DE AMORIM,PE,Vitória de Santo Antão,27,19,0
894,2020,23191,Faculdade Central do Recife Centro,PE,Recife,19,31,0
3700,2024,352,CENTRO UNIVERSITÁRIO DE JOÃO PESSOA,PB,João Pessoa,415,386,43
3832,2024,1075,CENTRO UNIVERSITÁRIO - UNIESP,PB,Cabedelo,88,52,22
4052,2024,2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,PB,Campina Grande,77,38,21
4076,2024,3099,FACULDADE INTERNACIONAL DA PARAÍBA,PB,João Pessoa,45,21,22
4121,2024,3805,FACULDADE DE TECNOLOGIA DA PARAÍBA,PB,Cabedelo,5,5,0
4320,2024,17115,FACULDADE TRÊS MARIAS,PB,João Pessoa,316,141,71
4329,2024,17563,FACULDADE DE TECNOLOGIA COESP,PB,João Pessoa,12,6,5
4365,2024,18978,Faculdade Rebouças de Campina Grande,PB,Campina Grande,28,12,8
4392,2024,19956,FACULDADE UNIRB JOÃO PESSOA,PB,João Pessoa,1,2,0
4436,2024,22248,FACULDADE SUCESSO,PB,São Bento,122,87,30
2797,2023,352,CENTRO UNIVERSITÁRIO DE JOÃO PESSOA,PB,João Pessoa,293,338,25
2859,2023,579,UNIVERSIDADE FEDERAL DA PARAÍBA,PB,João Pessoa,4,0,4
2928,2023,1075,CENTRO UNIVERSITÁRIO - UNIESP,PB,Cabedelo,143,117,20
3166,2023,2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,PB,Campina Grande,83,48,16
3191,2023,3099,FACULDADE INTERNACIONAL DA PARAÍBA,PB,João Pessoa,98,68,47
3238,2023,3817,Centro Universitário Maurício de Nassau de João Pessoa,PB,João Pessoa,0,0,0
3270,2023,4094,Faculdade Estácio da Paraíba,PB,João Pessoa,0,0,0
3444,2023,17115,FACULDADE TRÊS MARIAS,PB,João Pessoa,266,206,39
3453,2023,17563,FACULDADE DE TECNOLOGIA COESP,PB,João Pessoa,9,0,0
3490,2023,18978,Faculdade Rebouças de Campina Grande,PB,Campina Grande,26,5,5
3557,2023,22248,FACULDADE SUCESSO,PB,São Bento,114,102,9
1878,2022,352,CENTRO UNIVERSITÁRIO DE JOÃO PESSOA,PB,João Pessoa,219,223,34
1939,2022,579,UNIVERSIDADE FEDERAL DA PARAÍBA,PB,João Pessoa,8,0,2
2008,2022,1075,CENTRO UNIVERSITÁRIO - UNIESP,PB,Cabedelo,103,43,46
2262,2022,2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,PB,Campina Grande,85,48,10
2291,2022,3099,FACULDADE INTERNACIONAL DA PARAÍBA,PB,João Pessoa,165,87,64
2339,2022,3805,FACULDADE DE TECNOLOGIA DA PARAÍBA,PB,Cabedelo,1,0,1
2340,2022,3817,Centro Universitário Maurício de Nassau de João Pessoa,PB,João Pessoa,0,0,0
2376,2022,4094,Faculdade Estácio da Paraíba,PB,João Pessoa,0,0,0
2568,2022,17115,FACULDADE TRÊS MARIAS,PB,João Pessoa,157,97,42
2577,2022,17563,FACULDADE DE TECNOLOGIA COESP,PB,João Pessoa,19,17,0
2613,2022,18978,Faculdade Rebouças de Campina Grande,PB,Campina Grande,40,22,11
2640,2022,19956,FACULDADE UNIRB JOÃO PESSOA,PB,João Pessoa,3,0,0
2680,2022,22248,FACULDADE SUCESSO,PB,São Bento,89,151,0
968,2021,352,CENTRO UNIVERSITÁRIO DE JOÃO PESSOA,PB,João Pessoa,140,86,59
1029,2021,579,UNIVERSIDADE FEDERAL DA PARAÍBA,PB,João Pessoa,17,0,7
1097,2021,1075,CENTRO UNIVERSITÁRIO - UNIESP,PB,Cabedelo,86,50,10
1361,2021,2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,PB,Campina Grande,88,50,8
1391,2021,3099,FACULDADE INTERNACIONAL DA PARAÍBA,PB,João Pessoa,236,104,90
1436,2021,3805,FACULDADE DE TECNOLOGIA DA PARAÍBA,PB,Cabedelo,11,0,10
1437,2021,3817,Centro Universitário Maurício de Nassau de João Pessoa,PB,João Pessoa,8,4,3
1474,2021,4094,Faculdade Estácio da Paraíba,PB,João Pessoa,25,6,18
1672,2021,17115,FACULDADE TRÊS MARIAS,PB,João Pessoa,76,38,7
1681,2021,17563,FACULDADE DE TECNOLOGIA COESP,PB,João Pessoa,9,0,6
1719,2021,18978,Faculdade Rebouças de Campina Grande,PB,Campina Grande,120,12,82
1743,2021,19956,FACULDADE UNIRB JOÃO PESSOA,PB,João Pessoa,3,3,0
67,2020,352,CENTRO UNIVERSITÁRIO DE JOÃO PESSOA,PB,João Pessoa,177,94,81
127,2020,579,UNIVERSIDADE FEDERAL DA PARAÍBA,PB,João Pessoa,9,0,1
196,2020,1075,CENTRO UNIVERSITÁRIO - UNIESP,PB,Cabedelo,36,44,0
465,2020,2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,PB,Campina Grande,91,50,14
494,2020,3099,FACULDADE INTERNACIONAL DA PARAÍBA,PB,João Pessoa,278,223,40
543,2020,3805,FACULDADE DE TECNOLOGIA DA PARAÍBA,PB,Cabedelo,51,0,42
544,2020,3817,FACULDADE UNINASSAU JOÃO PESSOA,PB,João Pessoa,30,3,16
580,2020,4094,Faculdade Estácio da Paraíba,PB,João Pessoa,46,40,1
771,2020,15839,Faculdade Pitágoras da Paraíba,PB,João Pessoa,5,0,5
781,2020,17115,FACULDADE TRÊS MARIAS,PB,João Pessoa,66,32,19
790,2020,17563,FACULDADE DE TECNOLOGIA COESP,PB,João Pessoa,22,0,13
824,2020,18978,Faculdade Rebouças de Campina Grande,PB,Campina Grande,154,71,19
3649,2024,38,UNIVERSIDADE DO ESTADO DO PARÁ,PA,Belém,89,33,16
3709,2024,383,UNIVERSIDADE DA AMAZÔNIA,PA,Belém,1838,778,259
3944,2024,1672,INSTITUTO ESPERANÇA DE ENSINO SUPERIOR,PA,Santarém,0,0,0
3979,2024,1813,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARÁ",PA,Belém,252,69,62
4016,2024,2036,Faculdade Estácio do Pará - Estácio FAP,PA,Belém,0,2,0
4278,2024,15079,FACULDADE MASTER DE PARAUAPEBAS - FAMAP,PA,Parauapebas,1,1,0
4406,2024,21268,FACULDADE ESTÁCIO DE ANANINDEUA,PA,Ananindeua,0,0,0
4425,2024,21877,FACULDADE INTEGRADA DA AMAZÔNIA,PA,Belém,54,23,12
2745,2023,38,UNIVERSIDADE DO ESTADO DO PARÁ,PA,Belém,59,37,11
2806,2023,383,UNIVERSIDADE DA AMAZÔNIA,PA,Belém,1221,569,232
2991,2023,1423,Faculdade Ideal Wyden,PA,Belém,0,0,0
3044,2023,1672,INSTITUTO ESPERANÇA DE ENSINO SUPERIOR,PA,Santarém,0,0,0
3080,2023,1813,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARÁ",PA,Belém,250,119,32
3124,2023,2036,Faculdade Estácio do Pará - Estácio FAP,PA,Belém,2,0,2
3290,2023,4450,CENTRO UNIVERSITÁRIO METROPOLITANO DA AMAZÔNIA,PA,Belém,0,0,0
3528,2023,21210,Faculdade Estratego,PA,Belém,0,0,0
3532,2023,21268,FACULDADE ESTÁCIO DE ANANINDEUA,PA,Ananindeua,0,0,0
3548,2023,21877,FACULDADE INTEGRADA DA AMAZÔNIA,PA,Belém,51,19,16
1827,2022,38,UNIVERSIDADE DO ESTADO DO PARÁ,PA,Belém,57,0,24
1887,2022,383,UNIVERSIDADE DA AMAZÔNIA,PA,Belém,1292,923,131
2076,2022,1423,Faculdade Ideal Wyden,PA,Belém,0,0,0
2134,2022,1672,INSTITUTO ESPERANÇA DE ENSINO SUPERIOR,PA,Santarém,0,0,0
2172,2022,1813,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARÁ",PA,Belém,185,93,1
2218,2022,2036,Faculdade Estácio do Pará - Estácio FAP,PA,Belém,51,36,14
2399,2022,4450,CENTRO UNIVERSITÁRIO METROPOLITANO DA AMAZÔNIA,PA,Belém,4,0,3
2631,2022,19788,FACULDADE ANHANGUERA DE PARAUAPEBAS,PA,Parauapebas,0,0,0
2654,2022,21210,Faculdade Estratego,PA,Belém,37,62,0
2658,2022,21268,FACULDADE ESTÁCIO DE ANANINDEUA,PA,Ananindeua,32,22,5
2671,2022,21877,FACULDADE INTEGRADA DA AMAZÔNIA,PA,Belém,37,17,0
918,2021,38,UNIVERSIDADE DO ESTADO DO PARÁ,PA,Belém,78,30,14
976,2021,383,UNIVERSIDADE DA AMAZÔNIA,PA,Belém,600,621,39
1169,2021,1423,Faculdade Ideal Wyden,PA,Belém,1,0,1
1230,2021,1672,INSTITUTO ESPERANÇA DE ENSINO SUPERIOR,PA,Santarém,1,0,1
1269,2021,1813,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARÁ",PA,Belém,151,22,3
1313,2021,2036,Faculdade Estácio do Pará - Estácio FAP,PA,Belém,60,29,16
1384,2021,2911,FACULDADE PAN AMAZÔNICA,PA,Belém,0,0,0
1499,2021,4450,CENTRO UNIVERSITÁRIO METROPOLITANO DA AMAZÔNIA,PA,Belém,23,0,15
1712,2021,18647,FACULDADE DA AMAZÔNIA DE MARABÁ,PA,Marabá,0,0,0
1735,2021,19788,Faculdade Pitágoras de Parauapebas,PA,Parauapebas,4,8,1
1760,2021,21268,FACULDADE ESTÁCIO DE ANANINDEUA,PA,Ananindeua,44,31,12
1774,2021,21877,FACULDADE INTEGRADA DA AMAZÔNIA,PA,Belém,43,24,11
75,2020,383,UNIVERSIDADE DA AMAZÔNIA,PA,Belém,472,340,49
270,2020,1423,Faculdade Ideal Wyden,PA,Belém,8,3,1
329,2020,1672,INSTITUTO ESPERANÇA DE ENSINO SUPERIOR,PA,Santarém,1,2,1
368,2020,1813,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARÁ",PA,Belém,136,103,11
414,2020,2036,Faculdade Estácio do Pará - Estácio FAP,PA,Belém,130,66,39
486,2020,2911,FACULDADE PAN AMAZÔNICA,PA,Belém,5,11,5
605,2020,4450,CENTRO UNIVERSITÁRIO METROPOLITANO DA AMAZÔNIA,PA,Belém,54,1,35
718,2020,13982,FACULDADE UNINASSAU BELÉM,PA,Belém,0,0,0
820,2020,18647,FACULDADE DA AMAZÔNIA DE MARABÁ,PA,Marabá,31,0,16
844,2020,19788,Faculdade Pitágoras de Parauapebas,PA,Parauapebas,8,42,0
860,2020,21210,Faculdade Estratego,PA,Belém,0,0,0
864,2020,21268,FACULDADE ESTÁCIO DE ANANINDEUA,PA,Ananindeua,46,71,7
875,2020,21877,FACULDADE INTEGRADA DA AMAZÔNIA,PA,Belém,41,16,15
3795,2024,719,Universidade do Estado de Mato Grosso Carlos Alberto Reyes Maldonado - UNEMAT,MT,Cáceres,169,91,7
3803,2024,794,CENTRO UNIVERSITÁRIO DE VÁRZEA GRANDE,MT,Várzea Grande,44,41,7
3851,2024,1162,FACULDADE DE ALTA FLORESTA,MT,Alta Floresta,9,19,0
3880,2024,1374,FACULDADE DE GUARANTÃ DO NORTE,MT,Guarantã do Norte,5,0,2
3881,2024,1375,FACULDADE CATÓLICA RAINHA DA PAZ DE ARAPUTANGA,MT,Araputanga,29,9,10
4007,2024,1936,CENTRO UNIVERSITÁRIO LA SALLE,MT,Lucas do Rio Verde,17,3,3
4009,2024,1952,CENTRO UNIVERSITÁRIO CATHEDRAL,MT,Barra do Garças,285,178,79
4081,2024,3164,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO",MT,Cuiabá,670,142,70
4094,2024,3303,Centro Universitário Invest,MT,Cuiabá,172,75,106
4122,2024,3815,FACULDADE DE DIREITO DE ALTA FLORESTA,MT,Alta Floresta,36,22,9
4229,2024,10116,FACULDADE DE TECNOLOGIA SENAI MATO GROSSO,MT,Cuiabá,186,61,100
4248,2024,12946,FACULDADE DE MATO GROSSO,MT,Cuiabá,2,2,0
4282,2024,15382,FACULDADE AJES,MT,Juína,50,29,10
4283,2024,15433,FACULDADE CATÓLICA DE MATO GROSSO,MT,Várzea Grande,48,21,30
4374,2024,19349,Faculdade do Instituto Panamericano,MT,Cuiabá,27,16,10
4384,2024,19816,Faculdade Alffa do Brasil,MT,Cuiabá,33,0,33
4430,2024,22018,Faculdade de Tecnologia de Sinop,MT,Sinop,23,8,3
4455,2024,22650,FACULDADE DO CENTRO EDUCACIONAL INTERDISCIPLINAR DO BRASIL,MT,Cuiabá,69,26,37
4457,2024,22684,Faculdade Unicentral,MT,Campo Verde,15,12,0
4489,2024,23890,FACULDADE DO CENTRO EDUCACIONAL INTERDISCIPLINAR DO BRASIL CPA,MT,Cuiabá,18,0,0
4497,2024,24437,Faculdade Méritos,MT,Cuiabá,21,21,0
2891,2023,719,Universidade do Estado de Mato Grosso Carlos Alberto Reyes Maldonado - UNEMAT,MT,Cáceres,185,111,54
2896,2023,781,FACULDADE ANHANGUERA DE RONDONÓPOLIS,MT,Rondonópolis,0,0,0
2898,2023,794,CENTRO UNIVERSITÁRIO DE VÁRZEA GRANDE,MT,Várzea Grande,24,19,1
2948,2023,1162,FACULDADE DE ALTA FLORESTA,MT,Alta Floresta,9,20,0
2958,2023,1233,CENTRO UNIVERSITÁRIO UNIC,MT,Cuiabá,0,0,0
2978,2023,1374,FACULDADE DE GUARANTÃ DO NORTE,MT,Guarantã do Norte,10,0,1
2979,2023,1375,FACULDADE CATÓLICA RAINHA DA PAZ DE ARAPUTANGA,MT,Araputanga,27,16,0
3114,2023,1936,CENTRO UNIVERSITÁRIO LA SALLE,MT,Lucas do Rio Verde,1,1,0
3117,2023,1952,CENTRO UNIVERSITÁRIO CATHEDRAL,MT,Barra do Garças,380,215,88
3195,2023,3164,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO",MT,Cuiabá,791,206,1
3209,2023,3303,Faculdade Invest de Ciências e Tecnologia,MT,Cuiabá,196,57,122
3351,2023,10116,FACULDADE DE TECNOLOGIA SENAI MATO GROSSO,MT,Cuiabá,189,55,35
3369,2023,12946,FACULDADE DE MATO GROSSO,MT,Cuiabá,1,0,1
3407,2023,15382,FACULDADE AJES,MT,Juína,63,25,0
3408,2023,15433,FACULDADE CATÓLICA DE MATO GROSSO,MT,Várzea Grande,35,30,0
3498,2023,19349,Faculdade do Instituto Panamericano,MT,Cuiabá,10,0,0
3509,2023,19816,Faculdade Alffa do Brasil,MT,Cuiabá,7,0,0
3529,2023,21215,Faculdade de Ensino de Pesquisa do Cooperativismo,MT,Cuiabá,11,0,11
3550,2023,22018,Faculdade de Tecnologia de Sinop,MT,Sinop,18,12,1
3572,2023,22634,FACULDADE FASIPE DE RONDONÓPOLIS,MT,Rondonópolis,0,0,0
3573,2023,22650,FACULDADE DO CENTRO EDUCACIONAL INTERDISCIPLINAR DO BRASIL,MT,Cuiabá,66,51,9
3575,2023,22684,Faculdade Unicentral,MT,Campo Verde,24,11,13
3603,2023,23890,FACULDADES INTEGRADAS DE SAÚDE E EDUCAÇÃO DO BRASIL,MT,Cuiabá,18,18,0
1977,2022,781,FACULDADE ANHANGUERA DE RONDONÓPOLIS,MT,Rondonópolis,11,0,11
1979,2022,794,CENTRO UNIVERSITÁRIO DE VÁRZEA GRANDE,MT,Várzea Grande,28,24,9
2039,2022,1233,CENTRO UNIVERSITÁRIO UNIC,MT,Cuiabá,4,0,2
2060,2022,1374,FACULDADE DE GUARANTÃ DO NORTE,MT,Guarantã do Norte,9,0,6
2061,2022,1375,FACULDADE CATÓLICA RAINHA DA PAZ DE ARAPUTANGA,MT,Araputanga,25,14,11
2206,2022,1936,CENTRO UNIVERSITÁRIO LA SALLE,MT,Lucas do Rio Verde,5,0,3
2209,2022,1952,CENTRO UNIVERSITÁRIO CATHEDRAL,MT,Barra do Garças,482,329,79
2217,2022,1996,INSTITUTO CUIABÁ DE ENSINO E CULTURA,MT,Cuiabá,4,1,4
2288,2022,2973,FACULDADE ANHANGUERA DE PRIMAVERA DO LESTE,MT,Primavera do Leste,2,0,2
2295,2022,3164,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO",MT,Cuiabá,648,0,272
2309,2022,3303,Faculdade Invest de Ciências e Tecnologia,MT,Cuiabá,188,98,34
2465,2022,10116,FACULDADE DE TECNOLOGIA SENAI MATO GROSSO,MT,Cuiabá,214,141,35
2486,2022,12946,FACULDADE DE MATO GROSSO,MT,Cuiabá,15,10,3
2523,2022,14869,Faculdade Faipe,MT,Cuiabá,0,0,0
2531,2022,15382,FACULDADE AJES,MT,Juína,26,38,0
2533,2022,15433,FACULDADE CATÓLICA DE MATO GROSSO,MT,Várzea Grande,7,7,0
2622,2022,19349,Faculdade do Instituto Panamericano,MT,Cuiabá,45,0,36
2632,2022,19816,Faculdades Impactos Brasil,MT,Cuiabá,15,14,4
2655,2022,21215,Faculdade de Ensino de Pesquisa do Cooperativismo,MT,Cuiabá,32,0,20
2673,2022,22018,Faculdade de Tecnologia de Sinop,MT,Sinop,7,7,0
2694,2022,22634,FACULDADE FASIPE DE RONDONÓPOLIS,MT,Rondonópolis,8,0,8
2695,2022,22650,Faculdade Impactos - FACI,MT,Cuiabá,75,64,19
2697,2022,22684,Faculdade Unicentral,MT,Campo Verde,24,5,12
1067,2021,781,FACULDADE DE RONDONÓPOLIS,MT,Rondonópolis,43,6,26
1069,2021,794,CENTRO UNIVERSITÁRIO DE VÁRZEA GRANDE,MT,Várzea Grande,11,3,5
1129,2021,1233,CENTRO UNIVERSITÁRIO UNIC,MT,Cuiabá,23,8,13
1153,2021,1374,FACULDADE DE GUARANTÃ DO NORTE,MT,Guarantã do Norte,44,1,30
1154,2021,1375,FACULDADE CATÓLICA RAINHA DA PAZ DE ARAPUTANGA,MT,Araputanga,13,3,0
1302,2021,1936,CENTRO UNIVERSITÁRIO LA SALLE,MT,Lucas do Rio Verde,23,2,14
1305,2021,1952,CENTRO UNIVERSITÁRIO CATHEDRAL,MT,Barra do Garças,627,431,88
1312,2021,1996,INSTITUTO CUIABÁ DE ENSINO E CULTURA,MT,Cuiabá,10,1,7
1388,2021,2973,FACULDADES INTEGRADAS DE PRIMAVERA DO LESTE,MT,Primavera do Leste,21,5,17
1395,2021,3164,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO",MT,Cuiabá,699,119,36
1409,2021,3303,Faculdade Invest de Ciências e Tecnologia,MT,Cuiabá,66,8,23
1509,2021,4567,FACULDADE CENTRO MATO-GROSSENSE,MT,Sorriso,0,0,0
1566,2021,10116,FACULDADE DE TECNOLOGIA SENAI MATO GROSSO,MT,Cuiabá,104,94,33
1587,2021,12946,FACULDADE DE MATO GROSSO,MT,Cuiabá,13,8,2
1626,2021,14869,Faculdade Faipe,MT,Cuiabá,0,0,0
1635,2021,15433,FACULDADE CATÓLICA DE MATO GROSSO,MT,Várzea Grande,21,1,5
1726,2021,19349,Faculdade do Instituto Panamericano,MT,Cuiabá,46,46,0
1736,2021,19816,Faculdades Impactos Brasil,MT,Cuiabá,29,0,29
1757,2021,21215,Faculdade de Ensino de Pesquisa do Cooperativismo,MT,Cuiabá,71,24,24
1791,2021,22634,FACULDADE FASIPE DE RONDONÓPOLIS,MT,Rondonópolis,9,11,0
1792,2021,22650,Faculdade Impactos - FACI,MT,Cuiabá,15,15,0
1793,2021,22684,Faculdade Unicentral,MT,Campo Verde,22,8,0
165,2020,781,FACULDADE DE RONDONÓPOLIS,MT,Rondonópolis,100,113,42
